customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,region,support_calls,monthly_charges,total_charges,churn,tenure_group,avg_monthly_spend,payment_issue_flag,service_usage_score,contract_value_score,retention_score,customer_value_segment,internet_service_value,total_services_count,churn_risk_flag
CUST006754,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),West,3,98.39,4919.5,No,48+ months,High ($70-$100),0,3,1,50.33,High Value - At Risk,2,4,0
CUST002343,Male,0,No,No,7,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,Central,2,28.0,196.0,No,0-12 months,Low (<$30),0,3,1,33.42,Low Value - At Risk,0,4,1
CUST004937,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,East,3,90.62,6524.64,Yes,48+ months,High ($70-$100),1,3,1,44.5,High Value - At Risk,2,4,0
CUST004517,Female,0,No,No,20,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),North,2,125.26,2505.2,No,12-24 months,Premium ($100+),0,4,2,53.83,High Value - At Risk,2,5,0
CUST004839,Male,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,Central,1,75.27,1881.75,No,24-36 months,High ($70-$100),1,6,2,46.92,High Value - At Risk,1,7,0
CUST006442,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,South,3,116.32,0.0,No,0-12 months,Premium ($100+),1,4,2,29.5,High Value - At Risk,2,5,1
CUST002232,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,East,4,113.15,1244.65,Yes,0-12 months,Premium ($100+),1,4,1,20.58,High Value - At Risk,2,5,1
CUST004056,Male,0,No,No,72,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),East,0,33.0,2376.0,No,48+ months,Medium ($30-$70),0,4,1,65.0,Low Value - At Risk,0,5,0
CUST001498,Male,1,Yes,No,3,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,Central,4,36.0,108.0,No,0-12 months,Medium ($30-$70),0,3,2,42.25,Low Value - At Risk,0,4,0
CUST000450,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Central,3,74.11,1556.31,Yes,12-24 months,High ($70-$100),0,5,1,43.25,High Value - At Risk,1,6,0
CUST002370,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Central,5,120.35,6258.2,No,48+ months,Premium ($100+),0,4,1,51.67,High Value - At Risk,2,5,0
CUST006468,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,South,1,101.14,505.7,Yes,0-12 months,Premium ($100+),1,5,1,23.58,High Value - At Risk,2,6,1
CUST003430,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,North,6,98.6,3253.8,Yes,24-36 months,High ($70-$100),1,4,1,27.75,High Value - At Risk,2,5,1
CUST004735,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),Central,2,132.33,2646.6,No,12-24 months,Premium ($100+),0,5,2,56.33,High Value - At Risk,2,6,0
CUST004316,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,South,1,111.79,1788.64,Yes,12-24 months,Premium ($100+),1,5,1,28.17,High Value - At Risk,2,6,1
CUST003818,Female,0,Yes,No,20,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),North,3,38.0,760.0,No,12-24 months,Medium ($30-$70),0,5,1,42.83,Low Value - At Risk,0,6,0
CUST006252,Male,0,Yes,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,Central,3,81.76,3433.92,No,36-48 months,High ($70-$100),0,6,3,79.5,High Value - High Retention,1,7,0
CUST002423,Female,0,Yes,Yes,10,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,West,4,58.84,588.4,Yes,0-12 months,Medium ($30-$70),1,3,3,42.67,Low Value - At Risk,1,4,0
CUST006772,Female,0,No,No,53,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),North,4,41.0,2173.0,No,48+ months,Medium ($30-$70),0,4,1,53.08,Low Value - At Risk,0,4,0
CUST005847,Male,0,No,Yes,31,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),East,1,33.0,1023.0,No,24-36 months,Medium ($30-$70),0,3,1,44.42,Low Value - At Risk,0,4,0
CUST004995,Male,0,No,Yes,6,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,Yes,Electronic check,Central,4,48.17,289.02,Yes,0-12 months,Medium ($30-$70),1,2,2,26.0,Low Value - At Risk,1,3,1
CUST001552,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),South,1,88.12,264.36,Yes,0-12 months,High ($70-$100),0,2,3,55.25,High Value - At Risk,2,3,0
CUST006691,Female,0,No,No,4,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,East,2,59.35,237.4,No,0-12 months,Medium ($30-$70),1,3,3,42.17,Low Value - At Risk,1,4,0
CUST001147,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),West,3,128.81,7986.22,No,48+ months,Premium ($100+),0,5,3,85.33,High Value - High Retention,2,6,0
CUST004938,Female,0,No,No,48,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),East,3,56.81,2726.88,No,36-48 months,Medium ($30-$70),0,2,3,72.0,Low Value - High Retention,1,3,0
CUST006496,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,East,4,100.42,602.52,Yes,0-12 months,Premium ($100+),1,3,1,16.0,High Value - At Risk,2,4,1
CUST002093,Male,0,No,No,60,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),Central,3,53.43,3205.8,No,48+ months,Medium ($30-$70),0,2,3,77.0,Low Value - High Retention,1,3,0
CUST001314,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),South,3,60.35,362.1,Yes,0-12 months,Medium ($30-$70),0,3,1,32.0,Low Value - At Risk,1,4,1
CUST002016,Male,0,No,Yes,8,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Central,2,62.57,500.56,No,0-12 months,Medium ($30-$70),0,3,1,33.83,Low Value - At Risk,1,4,1
CUST006237,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,Central,1,119.2,1311.2,No,0-12 months,Premium ($100+),1,5,1,26.08,High Value - At Risk,2,6,1
CUST000188,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,East,5,124.54,1245.4,Yes,0-12 months,Premium ($100+),1,4,1,19.17,High Value - At Risk,2,5,1
CUST004398,Male,1,No,No,40,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,South,2,70.81,2832.4,No,36-48 months,High ($70-$100),0,4,2,62.17,High Value - At Risk,1,5,0
CUST003843,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),East,3,111.15,3223.35,Yes,24-36 months,Premium ($100+),0,5,1,46.58,High Value - At Risk,2,6,0
CUST003656,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,West,6,72.27,2095.83,No,24-36 months,High ($70-$100),1,6,2,43.58,High Value - At Risk,1,7,0
CUST003427,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,East,0,50.06,1151.38,Yes,12-24 months,Medium ($30-$70),1,3,1,27.08,Low Value - At Risk,1,4,1
CUST004448,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,South,2,111.91,1342.92,No,0-12 months,Premium ($100+),0,3,1,35.5,High Value - At Risk,2,4,1
CUST001382,Male,0,No,No,39,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),North,2,62.55,2439.45,No,36-48 months,Medium ($30-$70),0,4,1,49.25,Low Value - At Risk,1,5,0
CUST004601,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),South,3,109.03,3707.02,No,24-36 months,Premium ($100+),0,5,2,61.17,High Value - At Risk,2,6,0
CUST000414,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),East,3,108.99,7084.35,No,48+ months,Premium ($100+),0,3,2,69.08,High Value - At Risk,2,4,0
CUST004624,Female,1,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,South,1,63.6,3434.4,No,48+ months,Medium ($30-$70),1,4,1,41.5,Low Value - At Risk,1,5,0
CUST003456,Male,1,Yes,Yes,5,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),West,2,105.94,529.7,Yes,0-12 months,Premium ($100+),0,4,2,47.58,High Value - At Risk,2,5,0
CUST000942,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),South,3,119.93,839.51,No,0-12 months,Premium ($100+),0,3,1,32.42,High Value - At Risk,2,4,1
CUST000802,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),South,0,111.07,0.0,Yes,0-12 months,Premium ($100+),0,4,1,35.0,High Value - At Risk,2,5,1
CUST003337,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),West,4,106.91,1603.65,Yes,12-24 months,Premium ($100+),0,5,2,52.25,High Value - At Risk,2,6,0
CUST003607,Female,0,No,Yes,23,No,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,Central,3,97.45,2241.35,No,12-24 months,High ($70-$100),1,1,2,31.58,High Value - At Risk,2,1,1
CUST007066,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,South,5,60.34,2835.98,No,36-48 months,Medium ($30-$70),1,4,3,59.58,Low Value - At Risk,1,5,0
CUST002751,Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,East,1,99.51,995.1,No,0-12 months,High ($70-$100),1,3,1,20.67,High Value - At Risk,2,4,1
CUST004035,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,East,3,109.31,874.48,No,0-12 months,Premium ($100+),0,3,3,57.83,High Value - At Risk,2,4,0
CUST004630,Female,0,No,No,4,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),North,0,70.51,282.04,Yes,0-12 months,High ($70-$100),0,4,1,36.67,High Value - At Risk,1,5,1
CUST004804,Male,0,No,No,23,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),West,0,72.54,1668.42,No,12-24 months,High ($70-$100),0,5,1,47.08,High Value - At Risk,1,6,0
CUST000257,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),East,3,64.65,1293.0,No,12-24 months,Medium ($30-$70),0,3,1,37.83,Low Value - At Risk,1,4,1
CUST004368,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),North,2,65.62,196.86,No,0-12 months,Medium ($30-$70),0,3,1,31.75,Low Value - At Risk,1,4,1
CUST007394,Female,0,Yes,No,7,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Electronic check,West,3,98.73,691.11,No,0-12 months,High ($70-$100),1,2,2,27.42,High Value - At Risk,2,2,1
CUST003200,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),West,5,71.25,5130.0,No,48+ months,High ($70-$100),0,4,1,60.0,High Value - At Risk,1,5,0
CUST002236,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),Central,0,71.29,356.45,Yes,0-12 months,High ($70-$100),0,6,1,42.08,High Value - At Risk,1,7,1
CUST006663,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,North,1,67.1,2348.5,Yes,24-36 months,Medium ($30-$70),1,5,1,36.08,Low Value - At Risk,1,6,1
CUST000648,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),West,1,95.33,1239.29,Yes,12-24 months,High ($70-$100),0,3,1,36.92,High Value - At Risk,2,4,1
CUST001768,Male,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),North,2,80.01,0.0,No,0-12 months,High ($70-$100),0,1,1,25.5,High Value - At Risk,2,2,1
CUST005169,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),East,3,116.55,2680.65,Yes,12-24 months,Premium ($100+),0,4,1,41.58,High Value - At Risk,2,5,0
CUST004012,Male,0,No,No,20,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),South,2,30.0,600.0,No,12-24 months,Medium ($30-$70),0,3,1,38.83,Low Value - At Risk,0,4,1
CUST005378,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,East,3,121.01,1815.15,Yes,12-24 months,Premium ($100+),0,4,1,38.25,High Value - At Risk,2,5,1
CUST006369,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,Central,6,113.11,226.22,Yes,0-12 months,Premium ($100+),1,3,3,37.33,High Value - At Risk,2,4,1
CUST001573,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Electronic check,Central,1,103.36,7441.92,No,48+ months,Premium ($100+),1,5,2,64.0,High Value - At Risk,2,6,0
CUST000025,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,West,2,106.3,3720.5,Yes,24-36 months,Premium ($100+),1,1,1,25.08,High Value - At Risk,2,2,1
CUST005958,Male,0,No,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),East,1,69.46,1319.74,No,12-24 months,Medium ($30-$70),0,5,1,44.42,Low Value - At Risk,1,6,0
CUST001089,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),Central,3,68.87,895.31,No,12-24 months,Medium ($30-$70),0,4,3,62.42,Low Value - At Risk,1,5,0
CUST004763,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),West,1,104.33,208.66,No,0-12 months,Premium ($100+),0,4,3,59.83,High Value - At Risk,2,5,0
CUST002695,Male,0,Yes,No,26,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),East,3,105.15,2733.9,No,24-36 months,Premium ($100+),0,1,1,35.33,High Value - At Risk,2,1,1
CUST004672,Female,1,No,No,1,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,West,1,57.55,57.55,Yes,0-12 months,Medium ($30-$70),1,2,1,14.42,Low Value - At Risk,1,3,1
CUST003399,Male,0,No,Yes,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),South,1,119.26,0.0,No,0-12 months,Premium ($100+),0,2,1,29.0,High Value - At Risk,2,2,1
CUST003560,Male,0,No,No,10,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,East,1,119.21,1192.1,No,0-12 months,Premium ($100+),1,2,1,18.17,High Value - At Risk,2,2,1
CUST000113,Female,1,No,No,27,No,Yes,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),Central,2,58.59,1581.93,No,24-36 months,Medium ($30-$70),0,2,2,51.75,Low Value - At Risk,1,2,0
CUST002842,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,North,2,121.81,121.81,No,0-12 months,Premium ($100+),0,5,1,35.92,High Value - At Risk,2,6,1
CUST002312,Female,0,No,No,46,No,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,South,4,61.26,2817.96,No,36-48 months,Medium ($30-$70),1,3,3,57.67,Low Value - At Risk,1,3,0
CUST003442,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,East,1,70.17,1192.89,No,12-24 months,High ($70-$100),1,6,1,31.08,High Value - At Risk,1,7,1
CUST005215,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),Central,3,80.49,563.43,Yes,0-12 months,High ($70-$100),0,1,1,27.42,High Value - At Risk,2,2,1
CUST007163,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,No,No,No,No,One year,No,Electronic check,West,2,25.0,975.0,No,36-48 months,Low (<$30),1,3,2,44.25,Low Value - At Risk,0,4,0
CUST005045,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,North,0,100.54,301.62,Yes,0-12 months,Premium ($100+),0,3,2,46.25,High Value - At Risk,2,4,0
CUST003806,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,South,3,108.19,2704.75,Yes,24-36 months,Premium ($100+),0,5,1,44.92,High Value - At Risk,2,6,0
CUST000057,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),North,2,58.33,2333.2,Yes,36-48 months,Medium ($30-$70),0,4,1,49.67,Low Value - At Risk,1,5,0
CUST001310,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,East,4,20.0,320.0,No,12-24 months,Low (<$30),1,1,1,15.17,Low Value - At Risk,0,2,1
CUST000696,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),East,1,109.72,768.04,No,0-12 months,Premium ($100+),0,5,2,51.92,High Value - At Risk,2,6,0
CUST004405,Female,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),South,3,65.14,521.12,No,0-12 months,Medium ($30-$70),0,4,1,35.33,Low Value - At Risk,1,5,1
CUST004129,Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),East,3,120.77,1328.47,No,0-12 months,Premium ($100+),0,5,1,39.08,High Value - At Risk,2,6,1
CUST003753,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,North,2,123.3,863.1,No,0-12 months,Premium ($100+),1,5,1,23.42,High Value - At Risk,2,6,1
CUST005484,Female,1,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,South,1,73.25,2417.25,No,24-36 months,High ($70-$100),1,5,2,47.75,High Value - At Risk,1,6,0
CUST001228,Male,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,Central,3,64.21,577.89,No,0-12 months,Medium ($30-$70),0,4,3,60.75,Low Value - At Risk,1,5,0
CUST002000,Male,0,Yes,No,6,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,East,3,116.48,698.88,No,0-12 months,Premium ($100+),0,3,1,32.0,High Value - At Risk,2,3,1
CUST000277,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Central,4,52.66,526.6,Yes,0-12 months,Medium ($30-$70),0,2,1,30.17,Low Value - At Risk,1,3,1
CUST007460,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),West,4,68.27,4027.93,No,48+ months,Medium ($30-$70),0,5,2,70.58,Low Value - High Retention,1,6,0
CUST004378,Female,0,No,No,0,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),West,0,117.36,0.0,Yes,0-12 months,Premium ($100+),0,5,3,62.5,High Value - At Risk,2,6,0
CUST001834,Female,0,No,No,25,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,North,0,33.0,825.0,No,24-36 months,Medium ($30-$70),0,4,3,70.42,Low Value - High Retention,0,5,0
CUST005974,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,West,2,118.8,5702.4,No,36-48 months,Premium ($100+),0,4,1,53.0,High Value - At Risk,2,5,0
CUST006700,Male,0,No,No,2,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,North,2,71.81,143.62,Yes,0-12 months,High ($70-$100),1,4,2,31.33,High Value - At Risk,1,5,1
CUST005092,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,North,0,137.33,137.33,Yes,0-12 months,Premium ($100+),1,7,2,40.42,High Value - At Risk,2,8,0
CUST000683,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,East,2,119.5,8604.0,No,48+ months,Premium ($100+),0,3,1,60.5,High Value - At Risk,2,4,0
CUST004536,Female,0,Yes,No,54,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,West,1,102.11,5513.94,No,48+ months,Premium ($100+),0,2,2,64.0,High Value - At Risk,2,2,0
CUST007103,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),East,4,58.35,3209.25,Yes,48+ months,Medium ($30-$70),0,3,1,51.42,Low Value - At Risk,1,4,0
CUST005448,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),East,3,131.5,920.5,No,0-12 months,Premium ($100+),0,5,1,37.42,High Value - At Risk,2,6,1
CUST004349,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),North,2,66.56,1131.52,No,12-24 months,Medium ($30-$70),0,5,1,42.58,Low Value - At Risk,1,6,0
CUST001138,Female,0,No,No,57,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Central,1,118.92,6778.44,Yes,48+ months,Premium ($100+),0,3,1,55.25,High Value - At Risk,2,4,0
CUST002768,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,North,4,124.72,6859.6,No,48+ months,Premium ($100+),0,5,1,56.42,High Value - At Risk,2,6,0
CUST005046,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,South,4,58.31,408.17,Yes,0-12 months,Medium ($30-$70),1,3,1,16.42,Low Value - At Risk,1,4,1
CUST004747,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),South,3,57.86,867.9,Yes,12-24 months,Medium ($30-$70),0,4,1,38.25,Low Value - At Risk,1,5,1
CUST004933,Male,1,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,South,1,56.48,621.28,Yes,0-12 months,Medium ($30-$70),1,2,2,31.08,Low Value - At Risk,1,3,1
CUST000943,Female,0,No,No,25,Yes,No phone service,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),South,3,38.0,950.0,Yes,24-36 months,Medium ($30-$70),0,4,1,42.42,Low Value - At Risk,0,5,0
CUST001037,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,North,1,63.46,1142.28,No,12-24 months,Medium ($30-$70),0,3,1,39.0,Low Value - At Risk,1,4,1
CUST002885,Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),East,4,132.66,3449.16,No,24-36 months,Premium ($100+),0,5,1,44.33,High Value - At Risk,2,6,0
CUST006076,Male,0,Yes,No,11,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,Central,1,33.0,363.0,No,0-12 months,Medium ($30-$70),0,3,1,36.08,Low Value - At Risk,0,4,1
CUST001347,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,North,6,114.98,344.94,No,0-12 months,Premium ($100+),0,4,1,30.25,High Value - At Risk,2,5,1
CUST003878,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),Central,3,107.74,107.74,No,0-12 months,Premium ($100+),0,4,1,32.42,High Value - At Risk,2,5,1
CUST003647,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),South,2,57.76,1617.28,Yes,24-36 months,Medium ($30-$70),0,3,1,42.17,Low Value - At Risk,1,4,0
CUST004101,Female,0,No,No,15,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),East,3,106.96,1604.4,No,12-24 months,Premium ($100+),0,4,1,38.25,High Value - At Risk,2,4,1
