CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Region,SupportCalls,MonthlyCharges,TotalCharges,Churn
CUST006978,Female,1,Yes,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,Central,2,61.4,,Yes
CUST007345,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,Central,3,127.55,7908.1,No
CUST001706,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),South,3,98.37,7082.64,Yes
CUST003574,F,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),East,4,121.64,364.92,No
CUST007480,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),North,2,52.46,1154.12,No
CUST005966,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,West,1,80.28,0.0,Yes
CUST006992,Male,0,Yes,No,8,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,East,3,54.51,436.08,No
CUST005413,Female,1,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,Central,3,107.78,1508.92,No
CUST006143,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,North,5,91.24,1916.04,No
CUST005016,Male,0,No,No,34,No,No,DSL,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),East,1,46.62,1585.08,No
CUST003228,Male,0,No,Yes,33,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,South,2,30.0,990.0,No
CUST000119,Female,1,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,West,4,102.35,204.7,Yes
CUST002278,Female,1,No,No,19,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),South,4,103.69,1970.11,No
CUST002906,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),East,2,102.61,923.49,Yes
CUST003961,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,East,2,128.0,512.0,Yes
CUST001402,Male,1,No,No,0,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),West,2,101.68,0.0,Yes
CUST000740,Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,South,4,60.75,1336.5,No
CUST002457,Male,0,No,No,36,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,South,2,41.0,1476.0,Yes
CUST000171,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,North,1,55.56,2944.68,Yes
CUST000541,Female,1,Yes,No,64,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,West,1,59.27,3793.28,No
CUST007447,Female,0,Yes,Yes,38,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,South,5,54.47,2069.86,No
CUST000884,Male,1,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,South,3,115.96,1043.64,No
CUST004602,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,East,3,104.6,941.4,Yes
CUST005650,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),West,3,98.53,788.24,Yes
CUST005056,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,East,1,72.14,793.54,No
CUST003955,Male,1,Yes,No,11,No,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,South,3,116.25,1278.75,No
CUST004242,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,North,4,102.53,1230.36,Yes
CUST000675,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),Central,2,94.49,566.94,No
CUST003210,Female,0,No,No,72,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,West,4,38.0,2736.0,No
CUST000398,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,West,0,66.25,1391.25,No
CUST002916,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,West,5,54.33,325.98,Yes
CUST003774,Female,0,No,Yes,7,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),South,2,122.96,860.72,No
CUST001816,M,0,Yes,No,4,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,South,2,56.29,225.16,No
CUST006100,Female,1,No,No,31,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,South,2,98.57,3055.67,No
CUST006450,Female,1,Yes,No,15,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,West,9,56.21,843.15,No
CUST004103,Female,1,No,No,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,North,5,103.62,3833.94,Yes
CUST004519,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),West,0,98.85,4349.4,No
CUST002101,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,Central,2,63.35,1267.0,Yes
CUST004527,Female,0,No,No,24,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,North,6,122.5,2940.0,Yes
CUST007471,Female,1,No,No,64,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,Central,2,66.95,4284.8,No
CUST006353,Male,1,No,No,23,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),South,1,100.03,2300.69,No
CUST002102,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),East,3,127.74,3065.76,No
CUST006392,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,East,0,73.61,515.27,No
CUST004310,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),South,3,99.19,1289.47,Yes
CUST003928,Female,0,Yes,No,31,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,Central,2,33.0,1023.0,No
CUST001549,Male,1,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),East,3,109.7,5155.9,No
CUST004524,Female,1,Yes,No,12,Yes,Yes,No,No,No internet service,No,No internet service,No,No,One year,No,Bank transfer (automatic),West,0,20.0,240.0,No
CUST004079,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,Central,4,114.74,1835.84,Yes
CUST003324,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,No,Mailed check,North,2,118.59,355.77,No
CUST007367,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,South,1,112.68,7549.56,No
CUST000356,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Central,0,105.34,7584.48,Yes
CUST007075,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),South,2,55.55,833.25,No
CUST001462,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,North,0,72.2,433.2,No
CUST005222,Male,0,No,No,15,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,North,3,25.0,375.0,No
CUST002536,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),North,4,113.18,2037.24,No
CUST006681,Female,0,No,Yes,8,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Mailed check,West,1,25.0,200.0,Yes
CUST003221,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,East,5,98.02,490.1,Yes
CUST005715,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,South,2,102.23,306.69,Yes
CUST002374,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Central,2,68.85,1583.55,Yes
CUST001052,Female,0,No,No,10,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Central,3,78.44,784.4,No
CUST003075,Female,1,Yes,Yes,4,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Central,3,25.0,100.0,Yes
CUST002322,Female,0,Yes,Yes,7,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Central,3,41.0,287.0,No
CUST004814,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,South,6,100.06,7204.32,No
CUST003335,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),North,3,72.23,4983.87,Yes
CUST006154,Male,0,No,No,16,No,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,Central,3,61.95,991.2,No
CUST001752,Male,0,No,No,8,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),North,4,41.0,328.0,No
CUST007267,Male,0,No,No,25,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,East,3,65.15,1628.75,Yes
CUST001773,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),East,5,105.29,2421.67,No
CUST001197,M,1,No,No,38,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),West,4,125.05,4751.9,Yes
CUST001879,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,East,3,99.77,2893.33,Yes
CUST002669,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,South,5,88.23,441.15,Yes
CUST001857,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),East,3,69.14,829.68,No
CUST002017,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),East,4,41.0,1886.0,No
CUST002006,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,North,2,86.37,950.07,No
CUST006117,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,South,8,58.64,1583.28,No
CUST001483,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,South,1,109.03,3270.9,Yes
CUST003238,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,East,2,61.95,185.85,No
CUST000329,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),North,3,123.73,494.92,No
CUST000649,Female,0,Yes,No,2,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),West,3,68.77,137.54,Yes
CUST003600,Female,1,Yes,Yes,72,Yes,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,North,6,38.0,2736.0,No
CUST002946,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,North,4,60.64,1879.84,No
CUST007381,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,West,0,104.84,0.0,Yes
CUST001124,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,Central,0,107.96,1079.6,No
CUST000397,Female,0,Yes,No,43,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),East,0,38.0,1634.0,No
CUST002789,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),Central,1,119.29,2862.96,Yes
CUST006366,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),East,4,86.05,4646.7,No
CUST003957,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,West,2,67.34,269.36,No
CUST004334,Female,1,No,No,15,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,North,4,61.94,929.1,No
CUST007420,Female,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Mailed check,East,1,51.54,515.4,No
CUST006315,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),West,2,62.27,186.81,Yes
CUST001260,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,West,1,91.69,91.69,Yes
CUST004473,Male,0,Yes,No,6,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Central,3,41.0,246.0,No
CUST006283,Female,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,East,4,53.84,0.0,No
CUST005922,M,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,Central,3,67.56,405.36,Yes
CUST001520,Female,0,Yes,Yes,20,Yes,Yes,No,Yes,No internet service,No,No,No,No,Two year,Yes,Mailed check,Central,1,25.0,500.0,No
CUST004858,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,South,1,97.92,1860.48,No
CUST001379,Male,0,No,No,5,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,West,3,72.41,362.05,Yes
CUST005501,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),South,5,101.66,508.3 ,No
CUST001024,M,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),West,4,95.94,5564.52,No
CUST002588,Female,0,No,No,65,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),East,3,25.0,1625.0,No
CUST002919,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Credit card (automatic),Central,1,100.87,1008.7,No
CUST005251,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,South,0,123.77,6312.27,No
CUST005362,Male,1,Yes,No,61,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,South,4,35.0,2135.0,No
CUST003821,Male,0,No,Yes,24,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),West,3,33.0,792.0,Yes
CUST000913,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),North,2,88.69,1951.18,Yes
CUST002858,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,Central,4,51.58,670.54,No
CUST006472,Female,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),North,3,52.72,421.76,No
CUST001676,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),West,4,63.69,4585.68,No
CUST001747,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,East,0,100.89,1210.68,No
CUST003027,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,South,1,97.31,3308.54,No
CUST000533,F,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,East,2,110.67,774.69,No
CUST001737,Male,0,Yes,No,72,Yes,Yes,No,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,South,6,30.0,2160.0,Yes
CUST001630,Male,1,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),East,1,66.14,1587.36,No
CUST007167,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,South,2,64.87,4670.64,No
CUST000431,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,West,3,122.14,244.28,No
CUST003524,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),West,2,125.87,3272.62,No
CUST001809,Male,0,No,No,9,Yes,No,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),South,2,41.0,369.0,No
CUST004795,Male,0,No,Yes,21,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,West,4,71.72,1506.12,No
CUST003608,Male,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),South,2,102.45,4610.25,Yes
CUST003890,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,West,3,80.35,3294.35,No
CUST004708,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,South,2,73.94,73.94,Yes
CUST004903,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,North,1,139.78,3494.5,Yes
CUST000235,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),South,1,100.91,1816.38,No
CUST003797,Female,0,No,No,16,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),Central,0,46.88,750.08 ,Yes
CUST004740,Female,1,Yes,Yes,16,No,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,East,2,66.04,1056.64 ,Yes
CUST002223,Male,0,No,No,0,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,South,3,71.84,0.0,No
CUST004604,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),West,4,108.16,2920.32,Yes
CUST006403,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),North,1,96.38,0.0,No
CUST006019,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),North,1,106.57,5328.5,No
CUST003801,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Electronic check,Central,1,47.92,191.68,No
CUST005364,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),West,1,99.32,4270.76,Yes
CUST006730,Female,0,Yes,No,39,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),North,0,102.22,3986.58,No
CUST001949,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),North,4,61.39,1289.19,No
CUST005764,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,East,3,108.55,3039.4,No
CUST006697,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,East,2,60.04,60.04,No
CUST007032,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),North,2,85.48,1282.2,No
CUST004653,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),East,3,58.23,232.92,No
CUST003493,Female,1,Yes,No,3,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,South,3,105.76,317.28,No
CUST006904,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,East,2,106.51,4473.42,No
CUST001996,Female,0,Yes,No,19,Yes,No,No,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,Central,5,30.0,570.0,No
CUST003640,Male,1,No,Yes,40,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,Central,2,48.33,1933.2,No
CUST002672,Male,0,No,Yes,19,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Mailed check,West,1,107.45,2041.55,No
CUST006276,Female,1,Yes,No,49,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,North,6,38.0,1862.0,No
CUST002225,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,South,0,80.44,1769.68,Yes
CUST001107,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Mailed check,South,1,96.88,6975.36,No
CUST006214,Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Central,3,115.74,5439.78,No
CUST000819,Male,1,Yes,No,27,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,East,5,41.0,1107.0,Yes
CUST004170,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,West,1,106.02,1484.28,Yes
CUST005000,Female,1,Yes,No,56,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,Central,3,112.43,6296.08,No
CUST005144,Female,1,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),West,1,52.52,1313.0,No
CUST006626,Male,0,Yes,No,2,No,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,East,1,96.15,192.3,No
CUST001698,Male,1,Yes,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,West,0,65.73,3352.23,No
CUST004095,Male,1,No,Yes,46,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),East,1,59.94,2757.24 ,Yes
CUST000137,Female,0,Yes,No,57,Yes,No,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,Central,3,33.0,1881.0,No
CUST004120,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),North,3,96.92,5233.68,Yes
CUST001643,Female,1,No,No,9,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,South,3,56.63,509.67,No
CUST007063,Female,0,Yes,No,20,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,South,4,30.0,600.0,No
CUST005039,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,East,2,114.59,458.36,Yes
CUST003723,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),West,3,68.7,1374.0,Yes
CUST006689,Female,0,No,No,8,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),South,1,43.0,344.0,No
CUST001181,M,0,No,No,5,No,No,No,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,East,2,38.0,190.0,No
CUST004731,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),West,1,100.29,3710.73,No
CUST000889,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),South,3,58.34,1283.48,No
CUST002988,Female,1,No,No,17,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,South,2,33.0,561.0,No
CUST002373,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),South,3,112.33,8087.76,No
CUST002438,Male,0,No,No,72,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),West,5,36.0,2592.0,Yes
CUST004104,Male,0,Yes,No,45,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,West,4,91.48,4116.6,No
CUST005271,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,West,2,125.12,2001.92,Yes
CUST000818,Male,0,No,No,30,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),Central,2,72.38,2171.4,No
CUST001112,Male,1,Yes,No,47,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),Central,0,68.64,3226.08 ,No
